Timestamp,CP_ID,Message_Type,Label
2025-12-11T22:07:01.491364,CP_007,MeterValues,attack_meta
2025-12-11T22:07:01.494176,CP_008,MeterValues,attack_meta
2025-12-11T22:07:01.496171,CP_009,MeterValues,attack_meta
2025-12-11T22:07:01.497718,CP_010,MeterValues,attack_meta
2025-12-11T22:07:02.502049,CP_001,MeterValues,attack_meta
2025-12-11T22:07:02.503915,CP_002,MeterValues,attack_meta
2025-12-11T22:07:02.505267,CP_003,MeterValues,attack_meta
2025-12-11T22:07:02.507568,CP_004,MeterValues,attack_meta
2025-12-11T22:07:02.509425,CP_005,MeterValues,attack_meta
2025-12-11T22:07:02.512031,CP_006,MeterValues,attack_meta
2025-12-11T22:07:02.516078,CP_007,MeterValues,attack_meta
2025-12-11T22:07:02.518992,CP_008,MeterValues,attack_meta
2025-12-11T22:07:02.523305,CP_009,MeterValues,attack_meta
2025-12-11T22:07:02.527140,CP_010,MeterValues,attack_meta
2025-12-11T22:07:03.516538,CP_010,Heartbeat,attack_meta
2025-12-11T22:07:03.516643,CP_006,Heartbeat,attack_meta
2025-12-11T22:07:03.516839,CP_007,Heartbeat,attack_meta
2025-12-11T22:07:03.516918,CP_008,Heartbeat,attack_meta
2025-12-11T22:07:03.517011,CP_009,Heartbeat,attack_meta
2025-12-11T22:07:03.531119,CP_001,MeterValues,attack_meta
2025-12-11T22:07:03.533266,CP_002,MeterValues,attack_meta
2025-12-11T22:07:03.535638,CP_003,MeterValues,attack_meta
2025-12-11T22:07:03.537982,CP_004,MeterValues,attack_meta
2025-12-11T22:07:03.539946,CP_005,MeterValues,attack_meta
2025-12-11T22:07:03.542835,CP_006,MeterValues,attack_meta
2025-12-11T22:07:03.545158,CP_007,MeterValues,attack_meta
2025-12-11T22:07:03.548176,CP_008,MeterValues,attack_meta
2025-12-11T22:07:03.550671,CP_009,MeterValues,attack_meta
2025-12-11T22:07:03.552445,CP_010,MeterValues,attack_meta
2025-12-11T22:07:04.569778,CP_001,MeterValues,attack_meta
2025-12-11T22:07:04.571710,CP_002,MeterValues,attack_meta
2025-12-11T22:07:04.573502,CP_003,MeterValues,attack_meta
2025-12-11T22:07:04.575889,CP_004,MeterValues,attack_meta
2025-12-11T22:07:04.577676,CP_005,MeterValues,attack_meta
2025-12-11T22:07:04.579444,CP_006,MeterValues,attack_meta
2025-12-11T22:07:04.581565,CP_007,MeterValues,attack_meta
2025-12-11T22:07:04.584140,CP_008,MeterValues,attack_meta
2025-12-11T22:07:04.586892,CP_009,MeterValues,attack_meta
2025-12-11T22:07:04.588802,CP_010,MeterValues,attack_meta
2025-12-11T22:07:05.597811,CP_001,MeterValues,attack_meta
2025-12-11T22:07:05.599669,CP_002,MeterValues,attack_meta
2025-12-11T22:07:05.601183,CP_003,MeterValues,attack_meta
2025-12-11T22:07:05.602889,CP_004,MeterValues,attack_meta
2025-12-11T22:07:05.604676,CP_005,MeterValues,attack_meta
2025-12-11T22:07:05.606879,CP_006,MeterValues,attack_meta
2025-12-11T22:07:05.609249,CP_007,MeterValues,attack_meta
2025-12-11T22:07:05.612132,CP_008,MeterValues,attack_meta
2025-12-11T22:07:05.613832,CP_009,MeterValues,attack_meta
2025-12-11T22:07:05.615252,CP_010,MeterValues,attack_meta
2025-12-11T22:07:06.621516,CP_001,MeterValues,attack_meta
2025-12-11T22:07:06.624018,CP_002,MeterValues,attack_meta
2025-12-11T22:07:06.625600,CP_003,MeterValues,attack_meta
2025-12-11T22:07:06.627301,CP_004,MeterValues,attack_meta
2025-12-11T22:07:06.629029,CP_005,MeterValues,attack_meta
2025-12-11T22:07:06.631584,CP_006,MeterValues,attack_meta
2025-12-11T22:07:06.633612,CP_007,MeterValues,attack_meta
2025-12-11T22:07:06.635481,CP_008,MeterValues,attack_meta
2025-12-11T22:07:06.637154,CP_009,MeterValues,attack_meta
2025-12-11T22:07:06.639795,CP_010,MeterValues,attack_meta
2025-12-11T22:07:07.650470,CP_001,MeterValues,attack_meta
2025-12-11T22:07:07.652789,CP_002,MeterValues,attack_meta
